id_pitch,company,cuenta_normalizada,industria,grupo_economico,tier_cuenta,nombre_pitch,service_name,servicio_normalizado,label_corto,familia,subfamilia,capability,origen,pilar,pilar_crm,discrepancia_pilar,modalidad,ticket_tipo,grupo_sustitucion,regla_grupo,nivel,srp_eur,activo,fase_cruda,estado,categoria,orden_estado,es_abierto,fecha_brief,fecha_resolucion,fecha_referencia,anio,trimestre,moneda_local,precio_moneda_local,tasa_cambio,precio_eur,costo_csa,bonificado,contacto,comentarios
P0019,TUA,TUA,Por clasificar,Por clasificar,Emergente,TUA: Online Data Optimization 2026 - Chile,Online Data Optimization - sites with E-commerce,ODO E-commerce,ODO E-commerce,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,ODO,EXCLUSIVO,1,7909.090909090908,True,5.Pitching,En pitch,ABIERTO,2,True,2026-06-25,2026-06-25,2026-06-25,2026,2026Q2,CLP,10244064.0,1185.1,8644.05,3305.0,,-,ISABEL MELLA
P0007,TUA,TUA,Por clasificar,Por clasificar,Emergente,TUA: Online Data Optimization 2026 - Chile,Online Data Optimization - sites with E-commerce,ODO E-commerce,ODO E-commerce,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,ODO,EXCLUSIVO,1,7909.090909090908,True,10.Lost,Perdido,PERDIDO,6,False,2026-08-07,2026-08-14,2026-08-14,2026,2026Q3,CLP,10274194.0,1185.1,8669.47,,,Wilmer Valderrama Urribarri,
P0099,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: ABCD Detector 2025 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,10.Lost,Perdido,PERDIDO,6,False,2025-04-30,2025-06-30,2025-06-30,2025,2025Q2,CLP,3595098.0,1185.1,3033.58,269.0,False,,ALEJANDRA ULLOA
P0100,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: MIM 2025 - Chile,MIM Bayesiano,MIM Bayesiano,MIM Bayesiano,Measurement & Attribution,Attribution,Science,Global COE,CSA - Science,CSA - Science,False,Proyecto,Alto,Atribucion Digital,EXCLUSIVO,1,40000.0,True,10.Lost,Perdido,PERDIDO,6,False,2025-04-01,2025-08-30,2025-08-30,2025,2025Q3,CLP,34107340.0,1185.1,28780.14,18025.0,False,,ALEJANDRA ULLOA
P0098,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: MMM 2025 - Chile,MMM Lite,MMM Lite,MMM Lite,Measurement & Attribution,MMM,Science,Latam COE,CSA - Science,CSA - Science,False,Proyecto,Alto,MMM,EXCLUSIVO,1,12909.090909090908,True,10.Lost,Perdido,PERDIDO,6,False,2025-07-07,2025-12-27,2025-12-27,2025,2025Q4,CLP,30420060.0,1185.1,25668.77,5818.0,False,,ALEJANDRA ULLOA
P0044,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: Pivoty 2026 - Chile,C-GenIA - Basic (200 images) per month,C-GenIA Basic Mensual,C-GenIA Basic Mensual,Platform Management & Operation,AI Content Creation,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,C-GenIA,ESCALABLE,1,1636.3636363636363,True,10.Lost,Perdido,PERDIDO,6,False,2026-05-20,2026-05-20,2026-05-20,2026,2026Q2,CLP,11449248.0,1185.1,9661.0,665.0,,Natali Sanchez,ALEJANDRA ULLOA
P0045,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: ABCD Detector 2026 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,10.Lost,Perdido,PERDIDO,6,False,2026-05-20,2026-05-20,2026-05-20,2026,2026Q2,CLP,4820736.0,1185.1,4067.79,251.0,,Natali Sanchez,ALEJANDRA ULLOA
P0033,VERISURE,Verisure,Servicios Hogar & Seguridad,Verisure,Desarrollo,VERISURE: Digital Curves 2026 - Chile,Investment Curves (by conversion:channel),Investment Curves,Investment Curves,Measurement & Attribution,Investment Curves,Science,Global COE,CSA - Science,CSA - Science,False,Proyecto,Bajo,Investment Curves,ESCALABLE,1,999.9999999999999,True,10.Lost,Perdido,PERDIDO,6,False,2026-06-01,2026-06-03,2026-06-03,2026,2026Q2,CLP,1506480.0,1185.1,1271.18,389.0,,Natali Sanchez,ALEJANDRA ULLOA
P0097,WATTS,Watts,CPG Alimentos,Watts,Desarrollo,WATTS: ABCD Detector 2025 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,10.Lost,Perdido,PERDIDO,6,False,2025-04-30,2025-06-30,2025-06-30,2025,2025Q2,CLP,4424736.0,1185.1,3733.64,269.0,False,,CAROLA OYARZO
P0095,WATTS,Watts,CPG Alimentos,Watts,Desarrollo,WATTS: VIGenAIr 2025 - Chile,C-GenIA,C-GenIA,C-GenIA,Creative Testing,AI Content Creation,Creative Tech,Latam COE,CSA - Science,CSA - Tech,True,Proyecto,A cotizar,C-GenIA,ESCALABLE,2,,False,10.Lost,Perdido,PERDIDO,6,False,2025-08-18,2025-12-27,2025-12-27,2025,2025Q4,CLP,9402564.0,1185.1,7933.98,,False,,CAROLA OYARZO
P0096,WATTS,Watts,CPG Alimentos,Watts,Desarrollo,WATTS: MMM 2025 - Chile,MMM Lite,MMM Lite,MMM Lite,Measurement & Attribution,MMM,Science,Latam COE,CSA - Science,CSA - Science,False,Proyecto,Alto,MMM,EXCLUSIVO,1,12909.090909090908,True,10.Lost,Perdido,PERDIDO,6,False,2025-07-07,2025-12-27,2025-12-27,2025,2025Q4,CLP,30420060.0,1185.1,25668.77,5818.0,False,,CAROLA OYARZO
P0026,WOM,WOM,Telco,WOM,Desarrollo,WOM: Licencia GA4 360 2026 - Chile,Licencias GA4 360,Licencias GA4 360,Licencias GA4 360,Tech Consulting,Licencias,Consulting,Google,CSA - Tech,CSA - Tech,False,Licencia,A cotizar,solo:Licencias GA4 360,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-06-08,2026-06-09,2026-06-09,2026,2026Q2,CLP,58673479.0,1185.1,49509.31,,,Mónica Rojas,VICTORIA GIL
P0013,WOM,WOM,Telco,WOM,Desarrollo,WOM: Servicio de Analítica 2027 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-06-22,2026-06-23,2026-06-23,2026,2026Q2,CLP,25111521.0,1185.1,21189.37,,,Mónica Rojas,VICTORIA GIL
P0022,WOM,WOM,Telco,WOM,Desarrollo,WOM: Servicio de Analítica 2026 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-06-22,2026-06-23,2026-06-23,2026,2026Q2,CLP,17936800.0,1185.1,15135.26,,,Mónica Rojas,VICTORIA GIL
